feature,importance
log_volume,0.6653262457604414
abs_return,0.06047757753193411
score_mean,0.057778290676646034
score_sum,0.05120992418901222
hl_range,0.04795893969264467
posts_lag1,0.03595756153439741
mentions_lag1,0.031716004904340483
posts,0.031223874244107098
mentions_AMC,0.018351581466476658
